,distance,x shift mean,x shift std,y shift mean,y shift std,z shift mean,z shift std
0,2,0.6845987203113091,0.0394368637795679,3.3682321293272617,0.24476883991257714,0.05159313817774576,0.01810945900297277
1,3,0.3167755318865315,0.01640002961341297,0.6835687840566909,0.13542093339987477,0.05458146559985542,0.03636259669510128
2,4,0.24413432757286396,0.08741971747940815,0.2434573382402911,0.011818034367062982,0.05006656198138726,0.04480591274427222
3,5,0.04107812587943744,0.029530339665340518,0.13549448139363818,0.017601118541317115,0.06836301833030335,0.055002290834434246
4,6,0.13659585278567368,0.07745286389050393,0.16402567396104362,0.018421629429706654,0.016951766652510716,0.010862812743744649
5,7,0.11654887039666462,0.021325367342576222,0.03967936284204499,0.01804612371176016,0.05321609640003628,0.03775439327891513
